Subway,Subway lat,Subway Lng,School,School Lat,School Lng,Distance,Time
Vernon Blvd - Jackson Ave,40.74262633,-73.953581,CUNY Bernard M Baruch College,40.740237999999998,-73.983417000000003,3259,2126
Grand Army Plaza,40.675295030000001,-73.970956330000007,CUNY York College,40.702660999999999,-73.794585999999995,15800,11564
Zerega Ave,40.836488330000002,-73.847036000000003,CUNY New York City College of Technology,40.695483000000003,-73.987856000000008,22604,16924
23rd St,40.739864330000003,-73.986598999999998,CUNY New York City College of Technology,40.695483000000003,-73.987856000000008,5500,4181
Ocean Pkwy,40.576312000000001,-73.968501000000003,CUNY Hostos Community College,40.817601000000003,-73.927363,30152,22597
Queensboro Plz,40.750635979999998,-73.940163530000007,CUNY Medgar Evers College,40.666255999999997,-73.957076000000001,10702,8116
Lorimer St,40.71407233,-73.950248000000002,CUNY Queensborough Community College,40.754857999999999,-73.754548,18454,13846
Aqueduct Racetrack (To Manh Only),40.67209733,-73.83591899999999,CUNY Brooklyn College,40.631912,-73.953119999999998,12893,9509
Times Sq - 42nd St,40.755983329999999,-73.986229000000009,CUNY Borough of Manhattan Community College,40.718790000000006,-74.011825999999999,5024,3679
Lorimer St,40.71407233,-73.950248000000002,CUNY York College,40.702660999999999,-73.794585999999995,13451,10104
DeKalb Ave,40.690635,-73.981824000000003,College of Staten Island CUNY,40.603949,-74.148701000000003,21531,10735
Nassau Ave,40.724480329999999,-73.951183,College of Staten Island CUNY,40.603949,-74.148701000000003,25043,13627
138th St - Grand Concourse,40.813224329999997,-73.929849000000004,CUNY Queens College,40.737771000000002,-73.815387000000001,16981,12734
Broad Channel,40.608402509999998,-73.815832689999993,CUNY Hostos Community College,40.817601000000003,-73.927363,28545,21248
Atlantic Ave,40.68448866,-73.976783440000005,CUNY Bronx Community College,40.857185000000001,-73.909742000000008,22180,16682
Eastern Pkwy - Bklyn Museum,40.672032569999999,-73.964222039999996,CUNY Kingsborough Community College,40.576446000000004,-73.934779000000006,12155,8914
5th Ave - 53rd St,40.760087169999998,-73.975248499999992,CUNY Borough of Manhattan Community College,40.718790000000006,-74.011825999999999,5939,4352
Rockaway Blvd,40.680429330000003,-73.843852999999996,CUNY Bronx Community College,40.857185000000001,-73.909742000000008,24749,18615
Kingston - Throop Aves,40.679919329999997,-73.940859000000003,CUNY Queens College,40.737771000000002,-73.815387000000001,13663,10272
Lexington Ave - 53rd St,40.757468639999999,-73.969072370000006,CUNY Brooklyn College,40.631912,-73.953119999999998,15672,11758
Classon Ave,40.688889330000002,-73.959990000000005,CUNY Kingsborough Community College,40.576446000000004,-73.934779000000006,13977,10361
Mets - Willets Point,40.754622329999997,-73.845624999999998,CUNY Brooklyn College,40.631912,-73.953119999999998,19291,14479
DeKalb Ave,40.690635,-73.981824000000003,CUNY Bronx Community College,40.857185000000001,-73.909742000000008,21224,15968
23rd St,40.74408133,-73.995656999999994,Stella and Charles Guttman Community College,40.752800000000001,-73.984121000000002,1736,1311
Essex St,40.718306390000002,-73.987409400000004,CUNY LaGuardia Community College,40.744500000000002,-73.935057,7219,5329
Hewes St,40.70689033,-73.953488000000007,CUNY Hostos Community College,40.817601000000003,-73.927363,15594,11719
Fulton St,40.687119330000002,-73.975375,CUNY John Jay College of Criminal Justice,40.770674999999997,-73.988381000000004,10785,8130
Junction Blvd,40.749145329999998,-73.869527000000005,CUNY Medgar Evers College,40.666255999999997,-73.957076000000001,13489,10200
Eastern Pkwy - Bklyn Museum,40.672032569999999,-73.964222039999996,CUNY Hostos Community College,40.817601000000003,-73.927363,19316,14367
Vernon Blvd - Jackson Ave,40.74262633,-73.953581,CUNY Lehman College,40.873927999999999,-73.894627,18044,13632
Pelham Pkwy,40.858985330000003,-73.855358999999993,CUNY John Jay College of Criminal Justice,40.770674999999997,-73.988381000000004,17257,12847
Times Sq - 42nd St,40.755983329999999,-73.986229000000009,CUNY Hunter College,40.768669000000003,-73.964794999999995,3004,2266
Church Ave,40.650861020000001,-73.949455139999998,CUNY LaGuardia Community College,40.744500000000002,-73.935057,11460,8553
Atlantic Av - Pacific St,40.683665999999995,-73.978809999999996,CUNY Bernard M Baruch College,40.740237999999998,-73.983417000000003,7212,5454
Morris Park,40.854364330000003,-73.860495,CUNY Bronx Community College,40.857185000000001,-73.909742000000008,5075,3898
Rockaway Blvd,40.680429330000003,-73.843852999999996,College of Staten Island CUNY,40.603949,-74.148701000000003,33663,19784
Brooklyn College - Flatbush Ave,40.632842740000001,-73.947541209999997,CUNY Lehman College,40.873927999999999,-73.894627,30757,23148
Metropolitan Ave,40.712774330000002,-73.951424000000003,CUNY Kingsborough Community College,40.576446000000004,-73.934779000000006,17002,12661
5th Ave - 53rd St,40.760087169999998,-73.975248499999992,CUNY Medgar Evers College,40.666255999999997,-73.957076000000001,12593,9504
68th St - Hunter College,40.768141329999999,-73.96387,CUNY Hostos Community College,40.817601000000003,-73.927363,6688,4978
Grand St,40.71157633,-73.940496999999993,CUNY Borough of Manhattan Community College,40.718790000000006,-74.011825999999999,6794,5081
Parkside Ave,40.655073369999997,-73.96145344,CUNY Hunter College,40.768669000000003,-73.964794999999995,14512,10926
Broad Channel,40.608402509999998,-73.815832689999993,Stella and Charles Guttman Community College,40.752800000000001,-73.984121000000002,24820,18165
Grand Army Plaza,40.675295030000001,-73.970956330000007,College of Staten Island CUNY,40.603949,-74.148701000000003,23442,12113
Graham Ave,40.71457633,-73.943943999999988,CUNY Brooklyn College,40.631912,-73.953119999999998,10162,7599
7th Ave,40.677102509999997,-73.972852790000005,CUNY John Jay College of Criminal Justice,40.770674999999997,-73.988381000000004,11739,8823
Astor Pl,40.730054330000002,-73.991069999999993,CUNY City College,40.819794000000002,-73.950550000000007,11002,8243
Classon Ave,40.688889330000002,-73.959990000000005,Stella and Charles Guttman Community College,40.752800000000001,-73.984121000000002,9544,7138
Junction Blvd,40.749145329999998,-73.869527000000005,CUNY Queensborough Community College,40.754857999999999,-73.754548,10856,8118
Parkside Ave,40.655073369999997,-73.96145344,CUNY Lehman College,40.873927999999999,-73.894627,28029,21056
Vernon Blvd - Jackson Ave,40.74262633,-73.953581,Stella and Charles Guttman Community College,40.752800000000001,-73.984121000000002,3508,2393
Brooklyn College - Flatbush Ave,40.632842740000001,-73.947541209999997,CUNY Queensborough Community College,40.754857999999999,-73.754548,24853,18627
Marcy Ave,40.708383329999997,-73.957831999999996,CUNY York College,40.702660999999999,-73.794585999999995,14284,10732
Metropolitan Ave,40.712774330000002,-73.951424000000003,CUNY Queens College,40.737771000000002,-73.815387000000001,13259,9998
59th St - Columbus Circle,40.768247330000001,-73.981929000000008,CUNY John Jay College of Criminal Justice,40.770674999999997,-73.988381000000004,720,539
Kingston Ave,40.669481779999998,-73.942159779999997,CUNY Lehman College,40.873927999999999,-73.894627,26249,19729
Rockaway Ave,40.678340329999997,-73.911946,CUNY John Jay College of Criminal Justice,40.770674999999997,-73.988381000000004,14974,11151
Montrose Ave,40.707391399999999,-73.939792850000003,CUNY York College,40.702660999999999,-73.794585999999995,12853,9577
Junction Blvd,40.749145329999998,-73.869527000000005,CUNY Hostos Community College,40.817601000000003,-73.927363,12299,9170
Atlantic Ave,40.684420500000002,-73.977549940000003,College of Staten Island CUNY,40.603949,-74.148701000000003,22272,11312
Bedford Ave,40.717174329999999,-73.956665000000001,CUNY LaGuardia Community College,40.744500000000002,-73.935057,4204,3131
Bleecker St (Downtown),40.725931240000001,-73.994674680000003,CUNY LaGuardia Community College,40.744500000000002,-73.935057,6821,4764
Atlantic Av - Pacific St,40.683665999999995,-73.978809999999996,CUNY Queens College,40.737771000000002,-73.815387000000001,16401,12335
Marcy Ave,40.708383329999997,-73.957831999999996,CUNY New York City College of Technology,40.695483000000003,-73.987856000000008,3626,2825
Kingston - Throop Aves,40.679919329999997,-73.940859000000003,CUNY Medgar Evers College,40.666255999999997,-73.957076000000001,2617,2004
Greenpoint Ave,40.731267330000001,-73.954425000000001,CUNY Hunter College,40.768669000000003,-73.964794999999995,6659,5002
Church Ave,40.650861020000001,-73.949455139999998,CUNY Medgar Evers College,40.666255999999997,-73.957076000000001,2205,1690
Kingston Ave,40.669481779999998,-73.942159779999997,CUNY City College,40.819794000000002,-73.950550000000007,20433,15248
Montrose Ave,40.707391399999999,-73.939792850000003,CUNY Hostos Community College,40.817601000000003,-73.927363,15069,11319
Atlantic Av - Pacific St,40.683665999999995,-73.978809999999996,CUNY York College,40.702660999999999,-73.794585999999995,16310,12037
59th St - Columbus Circle,40.768247330000001,-73.981929000000008,CUNY Borough of Manhattan Community College,40.718790000000006,-74.011825999999999,6272,4567
45th Rd - Court House Sq,40.747023329999998,-73.945263999999995,CUNY Kingsborough Community College,40.576446000000004,-73.934779000000006,21501,16004
Kingston - Throop Aves,40.679919329999997,-73.940859000000003,CUNY Kingsborough Community College,40.576446000000004,-73.934779000000006,13812,10223
Marcy Ave,40.708383329999997,-73.957831999999996,CUNY John Jay College of Criminal Justice,40.770674999999997,-73.988381000000004,9595,7175
Nostrand Ave,40.680438330000001,-73.950426000000007,CUNY LaGuardia Community College,40.744500000000002,-73.935057,8223,6117
7th Ave,40.677102509999997,-73.972852790000005,CUNY Borough of Manhattan Community College,40.718790000000006,-74.011825999999999,6180,4563
Greenpoint Ave,40.731267330000001,-73.954425000000001,CUNY York College,40.702660999999999,-73.794585999999995,15146,11351
42nd St - Bryant Pk,40.754184330000001,-73.984591000000009,CUNY Lehman College,40.873927999999999,-73.894627,16116,12061
21st St,40.744129000000001,-73.949600000000004,CUNY New York City College of Technology,40.695483000000003,-73.987856000000008,8231,6268
DeKalb Ave,40.690635,-73.981824000000003,CUNY Bernard M Baruch College,40.740237999999998,-73.983417000000003,6350,4777
Houston St,40.728251329999999,-74.005367000000007,CUNY York College,40.702660999999999,-73.794585999999995,18983,14282
59th St - Columbus Circle,40.768247330000001,-73.981929000000008,CUNY Queens College,40.737771000000002,-73.815387000000001,16211,12133
Greenpoint Ave,40.731267330000001,-73.954425000000001,CUNY Hostos Community College,40.817601000000003,-73.927363,12759,9528
23rd St,40.74408133,-73.995656999999994,CUNY City College,40.819794000000002,-73.950550000000007,9476,7092
Bleecker St (Downtown),40.725931240000001,-73.994674680000003,CUNY Borough of Manhattan Community College,40.718790000000006,-74.011825999999999,2147,1583
Middletown Rd,40.843863329999998,-73.836321999999996,CUNY Borough of Manhattan Community College,40.718790000000006,-74.011825999999999,22103,16517
7th Ave,40.666245019999998,-73.980251179999996,CUNY York College,40.702660999999999,-73.794585999999995,17170,12595
Canal St,40.722854329999997,-74.006276999999997,CUNY Bernard M Baruch College,40.740237999999998,-73.983417000000003,3219,2444
Union St,40.677315999999998,-73.983109999999996,CUNY Kingsborough Community College,40.576446000000004,-73.934779000000006,13481,10040
Graham Ave,40.71457633,-73.943943999999988,Stella and Charles Guttman Community College,40.752800000000001,-73.984121000000002,6955,4912
Atlantic Ave,40.684420500000002,-73.977549940000003,CUNY Hunter College,40.768669000000003,-73.964794999999995,10806,8164
Houston St,40.728251329999999,-74.005367000000007,Stella and Charles Guttman Community College,40.752800000000001,-73.984121000000002,3476,2598
Hunters Point Ave,40.742216329999998,-73.948915999999997,CUNY Queensborough Community College,40.754857999999999,-73.754548,17717,13259
Times Sq - 42nd St,40.755983329999999,-73.986229000000009,CUNY Brooklyn College,40.631912,-73.953119999999998,15139,11390
Pelham Pkwy,40.858985330000003,-73.855358999999993,CUNY York College,40.702660999999999,-73.794585999999995,27874,20904
Castle Hill Ave,40.834255329999998,-73.851221999999993,CUNY Hunter College,40.768669000000003,-73.964794999999995,13058,9818
Newkirk Ave,40.63999158,-73.948299910000003,Stella and Charles Guttman Community College,40.752800000000001,-73.984121000000002,14670,11105
Marcy Ave,40.708383329999997,-73.957831999999996,College of Staten Island CUNY,40.603949,-74.148701000000003,23753,12676
Graham Ave,40.71457633,-73.943943999999988,CUNY Hunter College,40.768669000000003,-73.964794999999995,8527,6389
Eastern Pkwy - Bklyn Museum,40.672032569999999,-73.964222039999996,CUNY City College,40.819794000000002,-73.950550000000007,18636,13953
Herald Sq - 34th St,40.749644889999999,-73.987936829999995,CUNY Queensborough Community College,40.754857999999999,-73.754548,21569,15881
7th Ave,40.677102509999997,-73.972852790000005,CUNY Hunter College,40.768669000000003,-73.964794999999995,11710,8791
138th St - Grand Concourse,40.813224329999997,-73.929849000000004,CUNY Hunter College,40.768669000000003,-73.964794999999995,6212,4696
59th St - Columbus Circle,40.768247330000001,-73.981929000000008,CUNY York College,40.702660999999999,-73.794585999999995,18536,14008
7th Ave,40.666245019999998,-73.980251179999996,CUNY Hunter College,40.768669000000003,-73.964794999999995,13179,9839
Morris Park,40.854364330000003,-73.860495,CUNY Medgar Evers College,40.666255999999997,-73.957076000000001,26322,19725
Grand Central - 42nd St,40.752769000000001,-73.979189000000005,CUNY Medgar Evers College,40.666255999999997,-73.957076000000001,11628,8796
Nostrand Ave,40.680438330000001,-73.950426000000007,CUNY Borough of Manhattan Community College,40.718790000000006,-74.011825999999999,7468,5534
Bedford - Nostrand Aves,40.68962733,-73.953521999999992,CUNY Lehman College,40.873927999999999,-73.894627,24347,18378
Union Sq - 14th St,40.73467333,-73.989951000000005,CUNY Bronx Community College,40.857185000000001,-73.909742000000008,15760,11825
Pelham Pkwy,40.858985330000003,-73.855358999999993,CUNY New York City College of Technology,40.695483000000003,-73.987856000000008,24021,17896
Church Ave,40.650493580000003,-73.962882460000003,CUNY LaGuardia Community College,40.744500000000002,-73.935057,11836,8922
Herald Sq - 34th St,40.749644889999999,-73.987936829999995,CUNY Hostos Community College,40.817601000000003,-73.927363,9845,7334
1st Ave,40.730975309999998,-73.981680879999999,CUNY LaGuardia Community College,40.744500000000002,-73.935057,5438,3750
Castle Hill Ave,40.834255329999998,-73.851221999999993,CUNY Hostos Community College,40.817601000000003,-73.927363,7121,5364
Vernon Blvd - Jackson Ave,40.74262633,-73.953581,CUNY John Jay College of Criminal Justice,40.770674999999997,-73.988381000000004,5993,4253
Brooklyn College - Flatbush Ave,40.632842740000001,-73.947541209999997,College of Staten Island CUNY,40.603949,-74.148701000000003,28707,16166
15th St - Prospect Park,40.66003602,-73.979735809999994,CUNY Borough of Manhattan Community College,40.718790000000006,-74.011825999999999,8469,6195
Classon Ave,40.688889330000002,-73.959990000000005,CUNY Queensborough Community College,40.754857999999999,-73.754548,20514,15457
50th St,40.761728329999997,-73.983848999999992,CUNY Bronx Community College,40.857185000000001,-73.909742000000008,12741,9568
Bedford Ave,40.717174329999999,-73.956665000000001,CUNY Brooklyn College,40.631912,-73.953119999999998,10013,7523
3rd Ave - 138th St,40.81047633,-73.926137999999995,CUNY Brooklyn College,40.631912,-73.953119999999998,22988,17200
Atlantic Av - Pacific St,40.683665999999995,-73.978809999999996,CUNY Borough of Manhattan Community College,40.718790000000006,-74.011825999999999,5356,3997
Rockaway Ave,40.678340329999997,-73.911946,CUNY Borough of Manhattan Community College,40.718790000000006,-74.011825999999999,10721,7922
Long Island City - Court Sq,40.746305370000002,-73.943815599999994,CUNY York College,40.702660999999999,-73.794585999999995,14210,10799
15th St - Prospect Park,40.66003602,-73.979735809999994,CUNY Queensborough Community College,40.754857999999999,-73.754548,24444,18330
Rockaway Blvd,40.680429330000003,-73.843852999999996,CUNY Medgar Evers College,40.666255999999997,-73.957076000000001,10102,7573
Lorimer St,40.703844330000003,-73.947355000000002,CUNY Medgar Evers College,40.666255999999997,-73.957076000000001,4808,3705
Newkirk Ave,40.635142270000003,-73.962694870000007,CUNY Lehman College,40.873927999999999,-73.894627,30390,22835
Aqueduct Racetrack (To Manh Only),40.67209733,-73.83591899999999,CUNY Queens College,40.737771000000002,-73.815387000000001,9522,7211
Times Sq - 42nd St,40.75461233,-73.986768000000012,CUNY New York City College of Technology,40.695483000000003,-73.987856000000008,7217,5448
Lorimer St,40.71407233,-73.950248000000002,CUNY Queens College,40.737771000000002,-73.815387000000001,13077,9864
59th St - Columbus Circle,40.768247330000001,-73.981929000000008,CUNY Hunter College,40.768669000000003,-73.964794999999995,1823,1388
Nevins St,40.688310909999998,-73.980406799999997,CUNY LaGuardia Community College,40.744500000000002,-73.935057,8882,6745
7th Ave,40.666245019999998,-73.980251179999996,CUNY Brooklyn College,40.631912,-73.953119999999998,5303,3861
Church Ave,40.64427233,-73.979721159999997,CUNY Hostos Community College,40.817601000000003,-73.927363,22501,16811
138th St - Grand Concourse,40.813224329999997,-73.929849000000004,CUNY John Jay College of Criminal Justice,40.770674999999997,-73.988381000000004,8192,6144
Middletown Rd,40.843863329999998,-73.836321999999996,CUNY Hostos Community College,40.817601000000003,-73.927363,8798,6643
45th Rd - Court House Sq,40.747023329999998,-73.945263999999995,CUNY Queens College,40.737771000000002,-73.815387000000001,12053,9085
Bedford Ave,40.717174329999999,-73.956665000000001,CUNY Medgar Evers College,40.666255999999997,-73.957076000000001,6152,4707
23rd St,40.739864330000003,-73.986598999999998,CUNY Kingsborough Community College,40.576446000000004,-73.934779000000006,20601,15435
Atlantic Ave,40.68448866,-73.976783440000005,CUNY Bernard M Baruch College,40.740237999999998,-73.983417000000003,7305,5491
Eastern Pkwy - Bklyn Museum,40.672032569999999,-73.964222039999996,CUNY Borough of Manhattan Community College,40.718790000000006,-74.011825999999999,7195,5283
Kingston Ave,40.669481779999998,-73.942159779999997,CUNY Bronx Community College,40.857185000000001,-73.909742000000008,24304,18216
Classon Ave,40.688889330000002,-73.959990000000005,CUNY Bronx Community College,40.857185000000001,-73.909742000000008,22810,17107
Queensboro Plz,40.750635979999998,-73.940163530000007,College of Staten Island CUNY,40.603949,-74.148701000000003,27702,15392
Aqueduct Racetrack (To Manh Only),40.67209733,-73.83591899999999,CUNY New York City College of Technology,40.695483000000003,-73.987856000000008,15197,11262
68th St - Hunter College,40.768141329999999,-73.96387,College of Staten Island CUNY,40.603949,-74.148701000000003,26632,14834
Vernon Blvd - Jackson Ave,40.74262633,-73.953581,CUNY Hostos Community College,40.817601000000003,-73.927363,11423,8563
Nevins St,40.688310909999998,-73.980406799999997,CUNY Hunter College,40.768669000000003,-73.964794999999995,10315,7776
1st Ave,40.730975309999998,-73.981680879999999,CUNY Kingsborough Community College,40.576446000000004,-73.934779000000006,20212,15148
Montrose Ave,40.707391399999999,-73.939792850000003,CUNY Medgar Evers College,40.666255999999997,-73.957076000000001,5741,4375
Hewes St,40.70689033,-73.953488000000007,CUNY John Jay College of Criminal Justice,40.770674999999997,-73.988381000000004,9998,7490
Aqueduct Racetrack (To Manh Only),40.67209733,-73.83591899999999,CUNY Kingsborough Community College,40.576446000000004,-73.934779000000006,19077,13921
Times Sq - 42nd St,40.755983329999999,-73.986229000000009,CUNY Queensborough Community College,40.754857999999999,-73.754548,22513,16768
Winthrop St,40.656659650000002,-73.950079349999996,CUNY City College,40.819794000000002,-73.950550000000007,21087,15874
Ft Hamilton Pkwy,40.650782,-73.975775999999996,CUNY Medgar Evers College,40.666255999999997,-73.957076000000001,3023,2281
Essex St,40.718306390000002,-73.987409400000004,CUNY City College,40.819794000000002,-73.950550000000007,12697,9546
Houston St,40.728251329999999,-74.005367000000007,CUNY New York City College of Technology,40.695483000000003,-73.987856000000008,4475,3441
1st Ave,40.730975309999998,-73.981680879999999,CUNY Brooklyn College,40.631912,-73.953119999999998,12956,9680
Nassau Ave,40.724480329999999,-73.951183,CUNY City College,40.819794000000002,-73.950550000000007,14041,10558
Brooklyn College - Flatbush Ave,40.632842740000001,-73.947541209999997,CUNY LaGuardia Community College,40.744500000000002,-73.935057,13456,10053
Newkirk Ave,40.635142270000003,-73.962694870000007,CUNY Queens College,40.737771000000002,-73.815387000000001,19684,14829
Borough Hall,40.692404330000002,-73.990150999999997,CUNY Bernard M Baruch College,40.740237999999998,-73.983417000000003,6223,4677
7th Ave,40.666245019999998,-73.980251179999996,CUNY Kingsborough Community College,40.576446000000004,-73.934779000000006,12231,8962
Times Sq - 42nd St,40.75461233,-73.986768000000012,CUNY Lehman College,40.873927999999999,-73.894627,15964,11959
Bergen St,40.680862470000001,-73.974999150000002,CUNY Queensborough Community College,40.754857999999999,-73.754548,22536,16976
Parkside Ave,40.655073369999997,-73.96145344,CUNY Borough of Manhattan Community College,40.718790000000006,-74.011825999999999,8982,6698
Kingston Ave,40.669481779999998,-73.942159779999997,CUNY Bernard M Baruch College,40.740237999999998,-73.983417000000003,10837,8018
3rd Ave - 138th St,40.81047633,-73.926137999999995,CUNY Medgar Evers College,40.666255999999997,-73.957076000000001,19502,14606
23rd St - Ely Av,40.747768450000002,-73.946054700000005,CUNY John Jay College of Criminal Justice,40.770674999999997,-73.988381000000004,5787,4388
Union Sq - 14th St,40.73467333,-73.989951000000005,CUNY Brooklyn College,40.631912,-73.953119999999998,12614,9524
Franklin Ave,40.670765490000001,-73.958099739999994,CUNY York College,40.702660999999999,-73.794585999999995,14688,10743
Beverly Rd,40.645123849999997,-73.948847979999996,CUNY Bernard M Baruch College,40.740237999999998,-73.983417000000003,12674,9563
Aqueduct Racetrack (To Manh Only),40.67209733,-73.83591899999999,CUNY City College,40.819794000000002,-73.950550000000007,23163,17421
7th Ave,40.677102509999997,-73.972852790000005,CUNY Queens College,40.737771000000002,-73.815387000000001,16582,12415
Lexington Ave - 53rd St,40.757468639999999,-73.969072370000006,CUNY Bronx Community College,40.857185000000001,-73.909742000000008,12969,9748
Canal St,40.722854329999997,-74.006276999999997,Stella and Charles Guttman Community College,40.752800000000001,-73.984121000000002,4044,3039
Grand Army Plaza,40.675295030000001,-73.970956330000007,CUNY Queensborough Community College,40.754857999999999,-73.754548,22527,16916
23rd St,40.739864330000003,-73.986598999999998,CUNY John Jay College of Criminal Justice,40.770674999999997,-73.988381000000004,4040,3038
104th St,40.681711329999999,-73.837682999999998,College of Staten Island CUNY,40.603949,-74.148701000000003,34174,20146
Castle Hill Ave,40.834255329999998,-73.851221999999993,Stella and Charles Guttman Community College,40.752800000000001,-73.984121000000002,15949,11978
Middletown Rd,40.843863329999998,-73.836321999999996,CUNY Medgar Evers College,40.666255999999997,-73.957076000000001,26578,20073
5th Ave - 53rd St,40.760087169999998,-73.975248499999992,CUNY Queens College,40.737771000000002,-73.815387000000001,15758,11790
42nd St - Bryant Pk,40.754184330000001,-73.984591000000009,CUNY Hunter College,40.768669000000003,-73.964794999999995,2926,2231
Zerega Ave,40.836488330000002,-73.847036000000003,CUNY Hostos Community College,40.817601000000003,-73.927363,7573,5716
Times Sq - 42nd St,40.75461233,-73.986768000000012,CUNY Borough of Manhattan Community College,40.718790000000006,-74.011825999999999,4924,3612
Broad Channel,40.608402509999998,-73.815832689999993,CUNY Brooklyn College,40.631912,-73.953119999999998,18208,13333
Houston St,40.728251329999999,-74.005367000000007,CUNY Lehman College,40.873927999999999,-73.894627,19288,14431
Lorimer St,40.71407233,-73.950248000000002,CUNY Bernard M Baruch College,40.740237999999998,-73.983417000000003,6743,5011
Crown Hts - Utica Ave,40.668978639999999,-73.932932559999998,CUNY LaGuardia Community College,40.744500000000002,-73.935057,9241,6815
Marcy Ave,40.708383329999997,-73.957831999999996,CUNY Lehman College,40.873927999999999,-73.894627,22276,16749
Union St,40.677315999999998,-73.983109999999996,CUNY Bronx Community College,40.857185000000001,-73.909742000000008,22881,17240
23rd St - Ely Av,40.747768450000002,-73.946054700000005,CUNY Bernard M Baruch College,40.740237999999998,-73.983417000000003,4285,2888
7th Ave,40.666245019999998,-73.980251179999996,CUNY Borough of Manhattan Community College,40.718790000000006,-74.011825999999999,7649,5611
96th St,40.785672329999997,-73.951070000000001,CUNY Queensborough Community College,40.754857999999999,-73.754548,20861,15585
Church Ave,40.650861020000001,-73.949455139999998,CUNY Queensborough Community College,40.754857999999999,-73.754548,23179,17378
Astor Pl,40.730054330000002,-73.991069999999993,CUNY Bernard M Baruch College,40.740237999999998,-73.983417000000003,1548,1146
Brooklyn College - Flatbush Ave,40.632842740000001,-73.947541209999997,CUNY City College,40.819794000000002,-73.950550000000007,23152,17459
Clinton - Washington Aves,40.688094329999998,-73.966796000000002,CUNY LaGuardia Community College,40.744500000000002,-73.935057,7730,5825
45th Rd - Court House Sq,40.747023329999998,-73.945263999999995,CUNY York College,40.702660999999999,-73.794585999999995,14327,10893
Grand Army Plaza,40.675295030000001,-73.970956330000007,CUNY Kingsborough Community College,40.576446000000004,-73.934779000000006,12553,9268
96th St,40.785672329999997,-73.951070000000001,CUNY Medgar Evers College,40.666255999999997,-73.957076000000001,15922,11963
Church Ave,40.650493580000003,-73.962882460000003,CUNY Borough of Manhattan Community College,40.718790000000006,-74.011825999999999,9509,7099
Graham Ave,40.71457633,-73.943943999999988,CUNY Lehman College,40.873927999999999,-73.894627,20976,15866
DeKalb Ave,40.690635,-73.981824000000003,CUNY Hostos Community College,40.817601000000003,-73.927363,16615,12403
Church Ave,40.650861020000001,-73.949455139999998,CUNY New York City College of Technology,40.695483000000003,-73.987856000000008,6605,4975
Herald Sq - 34th St,40.749644889999999,-73.987936829999995,Stella and Charles Guttman Community College,40.752800000000001,-73.984121000000002,607,471
Vernon Blvd - Jackson Ave,40.74262633,-73.953581,CUNY Bronx Community College,40.857185000000001,-73.909742000000008,16099,12119
Ft Hamilton Pkwy,40.650782,-73.975775999999996,CUNY Bernard M Baruch College,40.740237999999998,-73.983417000000003,11595,8685
28th St,40.745454330000001,-73.988697999999999,CUNY John Jay College of Criminal Justice,40.770674999999997,-73.988381000000004,3276,2457
Graham Ave,40.71457633,-73.943943999999988,CUNY John Jay College of Criminal Justice,40.770674999999997,-73.988381000000004,9441,6771
Kingston - Throop Aves,40.679919329999997,-73.940859000000003,CUNY Lehman College,40.873927999999999,-73.894627,25054,18879
Nevins St,40.688310909999998,-73.980406799999997,CUNY Lehman College,40.873927999999999,-73.894627,23832,17906
Church Ave,40.650861020000001,-73.949455139999998,Stella and Charles Guttman Community College,40.752800000000001,-73.984121000000002,13623,10301
Morris Park,40.854364330000003,-73.860495,CUNY Brooklyn College,40.631912,-73.953119999999998,30183,22542
Prospect Park,40.661633790000003,-73.962031299999992,CUNY LaGuardia Community College,40.744500000000002,-73.935057,10454,7875
Queensboro Plz,40.750635979999998,-73.940163530000007,CUNY New York City College of Technology,40.695483000000003,-73.987856000000008,9467,7237
Classon Ave,40.688889330000002,-73.959990000000005,CUNY Borough of Manhattan Community College,40.718790000000006,-74.011825999999999,6540,4827
DeKalb Ave,40.690635,-73.981824000000003,CUNY LaGuardia Community College,40.744500000000002,-73.935057,8663,6569
3rd Ave - 138th St,40.81047633,-73.926137999999995,CUNY York College,40.702660999999999,-73.794585999999995,20205,15248
Bergen St,40.680862470000001,-73.974999150000002,CUNY Bronx Community College,40.857185000000001,-73.909742000000008,22466,16917
Grand Central - 42nd St,40.752769000000001,-73.979189000000005,CUNY Kingsborough Community College,40.576446000000004,-73.934779000000006,22302,16668
Middletown Rd,40.843863329999998,-73.836321999999996,College of Staten Island CUNY,40.603949,-74.148701000000003,41240,25814
Franklin Ave,40.670765490000001,-73.958099739999994,CUNY Hostos Community College,40.817601000000003,-73.927363,19852,14789
Morris Park,40.854364330000003,-73.860495,Stella and Charles Guttman Community College,40.752800000000001,-73.984121000000002,17058,12712
Bedford - Nostrand Aves,40.68962733,-73.953521999999992,CUNY Hunter College,40.768669000000003,-73.964794999999995,11707,8744
Nevins St,40.688310909999998,-73.980406799999997,CUNY Borough of Manhattan Community College,40.718790000000006,-74.011825999999999,4785,3548
Atlantic Av - Pacific St,40.683665999999995,-73.978809999999996,CUNY Medgar Evers College,40.666255999999997,-73.957076000000001,3057,2339
Ocean Pkwy,40.576312000000001,-73.968501000000003,CUNY Hunter College,40.768669000000003,-73.964794999999995,23561,17742
Graham Ave,40.71457633,-73.943943999999988,CUNY York College,40.702660999999999,-73.794585999999995,12916,9693
